currentid   ICAO_type
N431PZ      RV8             
N431RA      DEFI            
N431RM      P28A            
N431RP      RV7             
N431RV      RV12            
N431SA      BL8             
N431SM      RV9             
N431SP      BE35            
N431SS      RBEL            
N431TB      HUSK            
N431TC      BALL            
N431W       P28R            
N431WG      DHC1            
N431X       M5              
N432        BE55            
N432AB      BE33            
N432AE      M20P            
N432AM      ULAC            
N432AP      HUSK            
N432AR      P210            
N432B       C310            
N432BA      C180            
N432BL      NG5             
N432BP      C82S            
N432BQ      JACE            
N432BS      RV14            
N432CA      C172            
N432CB      SR22            
N432CD      SR22            
N432CE      S22T            
N432CM      RV6             
N432CW      PA31            
N432CY      RV12            
N432D       C150            
N432DA      AT3P            
N432DB      C180            
N432DC      SR22            
N432DE      PA46            
N432DK      ACAM            
N432DL      BE58            
N432DP      P32T            
N432DR      P32R            
N432DS      DA40            
N432DT      P208            
N432DW      HUSK            
N432E       C182            
N432EA      C82S            
N432EM      FOX             
N432ER      C172            
N432ES      VM1             
N432EZ      VEZE            
N432FM      BE36            
N432FW      C206            
N432HP      P28A            
N432JA      COL4            
N432JB      SKRA            
N432JH      ALIG            
N432JP      ULAC            
N432K       FLE7            
N432KC      P32R            
N432LL      P32R            
N432LM      ULAC            
N432M       PK20            
N432ME      PA18            
N432MJ      M20P            
N432MM      RV7             
N432MT      C206            
N432NC      P32T            
N432PM      ULAC            
N432PR      CHR4            
N432PW      RV9             
N432R       SLG2            
N432RA      C340            
N432RG      BALL            
N432RR      C182            
N432RV      RV6             
N432S       C180            
N432SA      PA34            
N432SB      RV12            
N432SC      DA40            
N432SE      FOX             
N432ST      VL3             
N432SX      SONX            
N432T       BE33            
N432TE      CH7B            
N432TF      RV12            
N432TM      RV7             
N432TS      C182            
N432TT      RV6             
N432WA      AT3T            
N432WB      SR20            
N432WH      LNC2            
N432WS      CRER            
N432WW      P28A            
N432Y       PA11            
N432YK      ULAC            
N432Z       BE58            
N432ZA      C150            
N433        AA5             
N433A       ERCO            
N433AC      ULAC            
N433AF      MR35            
N433AG      AA5             
N433AL      SR22            
N433B       BE35            
N433BA      GLID            
N433BB      BALL            
N433BC      RV7             
N433BP      P210            
N433BT      PTMS            
N433BV      SR20            
N433C       S108            
N433CA      S22T            
N433CB      HUSK            
N433CF      SR22            
N433CL      ULAC            
N433CP      SR22            
N433CT      FDCT            
N433CX      ULAC            
N433D       BE35            
N433DB      PA31            
N433DL      CH7A            
N433DM      ZZZZ            
N433DN      BE33            
N433DP      COZY            
N433DS      DA40            
N433E       RV8             
N433ER      C172            
N433EZ      LGEZ            
N433FA      ALGR            
