currentid   ICAO_type
JU-9993     C208            
JU-9999     C208            
1530        C208            
1531        C208            
1532        C208            
1533        C208            
1534        C208            
1535        C208            
1536        C208            
1537        C208            
1538        C208            
1539        C208            
1540        C208            
1541        C208            
LN-         BE9L            
LN-ARX      B260            
LN-AVA      BE20            
LN-BAA      BE20            
LN-BOG      PC12            
LN-BSA      BE20            
LN-BSB      BE20            
LN-BSC      BE20            
LN-BSD      BE20            
LN-BSE      BE20            
LN-BSF      BE20            
LN-BSG      BE20            
LN-BSH      BE20            
LN-BSI      BE20            
LN-BSJ      BE20            
LN-ECM      M600            
LN-KGW      BE20            
LN-KYV      B350            
LN-LOL      C208            
LN-MJJ      BE20            
LN-SUZ      BE20            
LN-TBM      TBM7            
LN-TER      C208            
LN-TFA      BE20            
LN-TRG      BE20            
LQ-BAN      B350            
LQ-BCR      PAY1            
LQ-GON      PC12            
LQ-JDO      PC6T            
LQ-KKX      BE20            
LQ-CEB      C208            
LQ-JCQ      PC12            
LQ-JDQ      PC6T            
LQ-OEI      AC90            
LQ-ZRB      BE9L            
LV-AIY      BE20            
LV-ARU      BE9L            
LV-AXO      BE20            
LV-AYG      BE9L            
LV-BCJ      AC90            
LV-BCP      PAY2            
LV-BCT      PAY1            
LV-BCU      PAY1            
LV-BDG      BE9L            
LV-BDU      BE9L            
LV-BIC      BE9L            
LV-BIV      C208            
LV-BLV      BE9L            
LV-BMG      BE20            
LV-BMO      BE20            
LV-BMP      C208            
LV-BMS      BE20            
LV-BNA      AC90            
LV-BPB      BE9L            
LV-BPJ      BE20            
LV-BRD      BE20            
LV-BRS      BE9L            
LV-BSP      BE20            
LV-BXF      BE9L            
LV-BYT      BE9L            
LV-CAQ      BE9L            
LV-CAT      BE20            
LV-CAV      C208            
LV-CBL      BE20            
LV-CBP      PC12            
LV-CBY      MU2             
LV-CBZ      BE20            
LV-CCU      BE9L            
LV-CCX      C208            
LV-CDS      C208            
LV-CEL      BE20            
LV-CFR      BE9L            
LV-CHW      BE20            
LV-CIY      BE9L            
LV-CJJ      BE9L            
LV-CKD      BE9L            
LV-CKW      C208            
LV-CLR      BE9L            
LV-CMD      C208            
LV-COT      BE9L            
LV-COU      BE9L            
LV-CQA      B350            
LV-CTK      BE9L            
LV-CTR      BE20            
LV-CVR      BE9L            
LV-CWU      BE9L            
LV-FOK      P46T            
LV-FPR      C208            
LV-FUH      BE9L            
LV-FUK      BE20            
LV-GKF      BE9L            
LV-GKV      BE20            
LV-GQB      BE20            
LV-GQD      BE20            
LV-GQL      BE20            
LV-GUT      BE9L            
LV-GWV      BE20            
LV-GWX      BE9L            
LV-HAW      C208            
LV-HIQ      M600            
LV-HKF      C208            
LV-HQK      BE30            
LV-HUM      C208            
LV-HWB      BE20            
LV-HWM      BE30            
LV-HWO      BE9L            
LV-IVP      BE20            
LV-IWS      BE20            
LV-IZK      BE20            
LV-JJW      BE9L            
LV-JKD      B350            
LV-JVO      C208            
LV-KAT      BE20            
LV-KBI      B260            
LV-KBS      BE20            
LV-KCM      C208            
LV-KCW      BE20            
LV-KDT      BE20            
LV-KER      C208            
LV-KES      P46T            
LV-KGF      BE30            
LV-KGS      B260            
LV-KHC      C208            
LV-KIE      C208            
LV-KIR      P46T            
LV-KJL      P46T            
LV-KKO      BE20            
LV-KKW      BE20            
LV-KLP      C208            
LV-KLR      C208            
LV-KND      P46T            
LV-LRH      AC90            
LV-LTB      AC90            
LV-LTV      PAY1            
LV-LTY      AC90            
LV-LZL      AC90            
LV-LZO      PAY1            
LV-MDG      PAY1            
LV-MDN      AC90            
LV-MGC      MU2             
LV-MIS      PC6T            
LV-MNR      PAY2            
LV-MOE      PAY2            
LV-MTU      PAY2            
LV-MYA      AC90            
LV-OAP      PAY2            
LV-OBB      BE9L            
LV-ODG      BE9L            
LV-OFT      BE20            
LV-OGF      PAY2            
LV-PCD      PC12            
LV-ROC      BE9L            
LV-SOL      M600            
LV-TKK      BE20            
LV-UNO      P46T            
LV-VHO      BE9L            
LV-VHR      BE9L            
LV-WDO      BE10            
LV-WEW      BE20            
LV-WFP      BE9L            
LV-WFR      BN2P            
LV-WGP      BE20            
LV-WHV      BE9L            
LV-WIO      BE20            
LV-WIP      BE30            
LV-WJE      BE9L            
LV-WMA      BE30            
LV-WMG      BE9L            
LV-WMI      C208            
LV-WOR      BE20            
LV-WOS      BE20            
LV-WPB      BE9L            
LV-WPM      BE20            
LV-WRM      BE9L            
LV-WST      C208            
LV-WXC      BE9L            
LV-WXG      PAY3            
LV-WYO      C208            
LV-WYR      C208            
LV-WYZ      C208            
LV-WZR      BE9L            
LV-YBP      BE9L            
LV-YCS      BE20            
LV-YLC      B350            
LV-YTB      BE20            
LV-ZNS      BE9L            
LV-ZNU      C208            
LV-ZOU      C208            
LV-ZPY      BE9T            
LV-ZRG      BE20            
LV-ZSX      PC12            
LV-ZTO      BE9L            
LV-ZTV      BE20            
LV-ZTW      C208            
LV-ZXX      B350            
LV-ZYB      BE20            
LV-ZZH      BE20            
TC-111      BE20            
TC-112      BE20            
TC-114      BE20            
TC-115      BE20            
TC-117      BE20            
TC-118      BE20            
TC-119      BE20            
AE-225      C208            
AE-226      C208            
AE-227      C208            
AE-228      C208            
PA-22       B350            
PA-25       B350            
0686        PC6T            
0697        BE20            
0698        BE20            
0745        BE20            
0746        BE20            
0747        BE20            
0748        BE20            
0749        BE20            
0887        BE20            
0888        BE20            
GN-807      PC6T            
GN-816      TBM8            
LX-FLG      PC12            
LX-FLH      PC12            
LX-FLI      PC12            
LX-FLJ      PC12            
LX-FLK      PC12            
LX-FLL      PC12            
LX-FLM      PC12            
LX-FLN      PC12            
LX-FLP      PC12            
LX-FLQ      PC12            
LX-FLR      PC12            
LX-FLS      PC12            
LX-JFA      PC12            
LX-JFB      PC12            
LX-JFC      PC12            
LX-JFD      PC12            
LX-JFE      PC12            
LX-JFF      PC12            
LX-JFU      PC12            
LX-JFX      PC12            
LX-JFZ      PC12            
LX-JPA      PC12            
LX-LLL      PC12            
LX-RUM      PC12            
LZ-ASO      P180            
LZ-ASR      P180            
LZ-HKA      BE9L            
LZ-HKB      BE9L            
LZ-HKC      BE9L            
LZ-ITV      BE20            
020         PC12            
M-ALLB      PC12            
M-ARTY      PC12            
M-ATTI      TBM9            
M-BRAV      PC12            
M-CDBM      BE20            
M-CDJC      BE20            
M-CDMS      BE20            
M-CITY      TBM9            
M-DAWN      BE20            
M-EGGA      BE20            
M-GCAP      P180            
M-GETS      PC12            
M-KASI      BN2T            
M-KINK      C425            
M-LENR      BE20            
M-LLMW      B350            
M-MFLN      C425            
M-NGSN      PC12            
M-POWR      BE9L            
M-RSAR      P180            
M-SAFE      PC12            
M-SAIL      PC12            
M-SPEC      B360            
M-SPEK      B360            
M-SPEL      B350            
M-SPOR      BE20            
M-SURF      PC12            
M-YBLS      PC12            
M-YFLY      PC12            
M-ZELL      C208            
N           C208            
N           BE20            
N308PW      C208            
N1CW        PC12            
N1ET        TBM9            
N1GF        BE9L            
N1HX        BE20            
N1J         TBM9            
N1LT        BE20            
N1MA        BE9T            
N1NP        BE20            
N1PT        BE30            
N1RK        TBM9            
N1RQ        P46T            
N1SC        B350            
N1SM        BE20            
N1TC        PC12            
N1TG        KODI            
N1TJ        M600            
N1TR        B350            
N1VA        B350            
N1VC        TBM9            
N1VW        EPIC            
N1WV        B350            
N2AV        C208            
N2DB        BE30            
N2JZ        P46T            
N2LG        M700            
N2MK        P180            
N2NC        BE9L            
N2NQ        C441            
N2PD        TBM9            
N2RA        MU2             
N2RR        MU2             
N2RW        BE9T            
N2UV        BE9L            
N2UW        B350            
N2VA        B350            
N2ZN        BE9L            
N3AH        BE30            
N3AW        B350            
N3BA        B350            
N3CV        P46T            
N3DF        BE9L            
N3EK        TBM8            
N3GS        TBM9            
N3GT        MU2             
N3HB        BE20            
N3HP        TBM9            
N3LF        PC12            
N3LG        C208            
N3LS        BE9L            
N3MA        MU2             
N3ME        BE9T            
N3MF        BE9T            
N3MH        BE20            
N3NC        BE20            
N3NT        AC90            
N3PX        BE20            
N3RK        PAY2            
N3SA        PC12            
N3SP        PAY4            
N3TB        TBM9            
N3TC        C208            
N3WU        PC12            
N3XB        BE9L            
N3XF        EPIC            
N4CM        KODI            
N4KF        B350            
N4LG        B350            
N4NY        P46T            
N4QL        BE20            
N4R         MU2             
N4RY        BE9L            
N4UG        M700            
N4WD        MU2             
N4YS        B350            
N5AE        BE20            
N5AH        BE9T            
N5AV        PC12            
N5CE        C425            
N5D         PAY2            
N5DA        BE20            
N5DM        PC12            
N5HT        TBM7            
N5JE        B350            
N5KC        TBM9            
N5KP        TBM9            
N5LC        MU2             
N5NX        TBM9            
N5PP        P46T            
N5PX        BE20            
N5ST        BE20            
N5SY        PAY3            
N5TA        BE9L            
N5UM        TBM9            
N5XM        B350            
N5Z         P180            
N6FZ        PC12            
N6HU        B350            
N6KE        MU2             
N6KZ        BE9L            
N6RV        C208            
N6SM        B350            
N6SR        EPIC            
N6VA        M600            
N6VJ        BE9T            
N6WL        PC6T            
N6XK        EPIC            
N7DD        MU2             
N7NA        BE20            
N7PA        P180            
N7PP        BE9L            
N7PZ        M700            
N7RC        B350            
N7RL        BE9L            
N7SA        TBM7            
N7UJ        P46T            
N7VR        PAY1            
N7WN        TBM9            
N7YR        PC12            
N7ZT        PC12            
N8AM        BE20            
N8CA        C208            
N8CD        TBM8            
N8DR        PC12            
N8EF        BE20            
N8FH        BE9L            
N8GF        P180            
N8GU        BE9L            
N8KB        BE20            
N8KF        TBM8            
N8KU        TBM7            
N8MD        B360            
N8NX        BE20            
N8PQ        AC90            
N8RS        B260            
N8RW        MU2             
N8RY        PAY3            
N8UM        P46T            
N8YU        PC12            
N8YW        TBM7            
N9BE        EPIC            
N9CM        TBM9            
N9EE        TBM7            
N9GA        BE20            
N9GT        C208            
N9HW        BE9L            
N9LY        C208            
N9NB        MU2             
N9NX        C208            
N9RS        PC12            
N9UE        TBM7            
N9UZ        BE9L            
N9VC        BE9L            
N9WL        B350            
N9WR        BE20            
N10AG       BE10            
N10BB       C208            
N10DF       PC12            
N10DH       BE9T            
N10EC       BE20            
N10FB       PC12            
N10FV       B350            
N10FZ       C425            
N10GB       EPIC            
N10GF       BE9L            
N10HT       MU2             
N10PV       P180            
N10QW       BE20            
N10ST       P46T            
N10TB       B350            
N10TX       B350            
N10VW       TBM9            
N10VZ       B350            
N10WA       PC12            
N10WG       BE9L            
N10XJ       BE9L            
N10YP       C208            
N11         BE9L            
N11AG       PC12            
N11BY       PC12            
N11DG       EPIC            
N11DT       BE9L            
N11EB       BE9L            
N11LM       TBM9            
N11MA       TBM9            
N11MM       C441            
N11NX       PC12            
N11NY       PC12            
N11SJ       MU2             
N11SN       BE9L            
N11T        TBM9            
N11VU       TBM9            
N11WN       BE9T            
N11YD       TBM8            
N12         BE9L            
N12AR       PC12            
N12AX       BE9L            
N12DH       PC12            
N12DZ       PC12            
N12FA       PC12            
N12GJ       BE9L            
N12JD       PC12            
N12LA       BE9L            
N12MA       TBM7            
N12MN       KODI            
N12MY       KODI            
N12NF       PC12            
N12NG       BE20            
N12NV       PC12            
N12RA       PC12            
N12VA       AC95            
N12VP       B350            
N12WE       BE9L            
N12X        PC12            
N12XN       PC12            
N12XV       C208            
N13         BE9L            
N13DQ       C208            
N13EL       KODI            
N13FP       BE10            
N13GX       EPIC            
N13NW       C441            
N13P        PC12            
N13RA       AC90            
N13SU       P750            
N13UA       PC12            
N13YS       MU2             
N14         BE9L            
N14BM       C425            
N14FJ       C441            
N14GV       P46T            
N14HH       BE20            
N14NE       PAY1            
N14NG       BE20            
N14NM       BE9L            
N14NW       C441            
N14NX       TBM9            
N14RD       PC12            
N14RP       KODI            
N14SB       BE9L            
N14SC       TBM8            
N14TA       C441            
N14TN       PAY2            
N14VL       MU2             
N15CC       PC12            
N15CD       AC90            
N15CT       BE9L            
N15DB       C441            
N15FK       P46T            
N15KA       BE20            
N15KW       PAY2            
N15NA       EPIC            
N15NM       TBM8            
N15R        TBM9            
N15SA       P46T            
N15SB       TBM9            
N15SF       AC90            
N15ST       C425            
N15TC       MU2             
N15TR       MU2             
N15WC       B350            
N16         BE9L            
N16CM       BE20            
N16FC       PC12            
N16FJ       C441            
N16HG       BE20            
N16HQ       PC12            
N16KW       BE9L            
N16NW       C441            
N16TM       BE9L            
N16WG       BE9T            
N17         BE9L            
N17CE       B350            
N17CK       F406            
N17CP       C425            
N17DP       PC12            
N17EH       BE20            
N17GG       B350            
N17HG       MU2             
N17KK       BE9L            
N17LH       P46T            
N17NM       BE9L            
N17PA       P180            
N17PL       P46T            
N17SE       PC12            
N17TJ       C441            
N17VA       BE20            
N17WC       B350            
N17WG       BE20            
N17YG       TBM9            
N18AF       BE20            
N18BF       MU2             
N18BT       KODI            
N18CM       BE9T            
N18DS       PC12            
N18KA       BE20            
N18MY       BE9L            
N18NM       C208            
N18NR       C208            
N18SF       BE9T            
N18SR       TBM7            
N18TJ       PAY2            
N18ZK       C208            
N19AE       PC12            
N19BA       P46T            
N19CX       P46T            
N19DL       TBM9            
N19MC       BE30            
N19RJ       EPIC            
N20AE       BE20            
N20AW       C208            
N20BM       AC68            
N20ER       B350            
N20EW       B350            
N20FD       BE9L            
N20JT       PC12            
N20MA       AC90            
N20MB       BE20            
N20PB       EPIC            
N20PC       P46T            
N20RF       TBM8            
N20S        BE9L            
N20WE       C441            
N20WL       PAY1            
N20WP       BE9L            
N21AU       PC12            
N21BD       BE20            
N21CG       BE20            
N21DE       BE20            
N21DZ       BE20            
N21EP       P46T            
N21FG       BE20            
N21HP       MU2             
N21KG       BE9T            
N21NX       PC12            
N21RF       B350            
N21VB       TBM9            
N21WA       M700            
N21WL       PC12            
N22AW       PAY2            
N22BP       EPIC            
N22CG       C441            
N22CR       BE9L            
N22F        BE20            
N22GS       BE20            
N22GT       M600            
N22HP       TBM9            
N22KW       C208            
N22LP       PC12            
N22MA       PC6T            
N22MB       BE20            
N22MK       MU2             
N22MT       BE9L            
N22MY       TBM8            
N22MZ       MU2             
N22N        BE9L            
N22NG       PC12            
N22NX       PC12            
N22NY       PC12            
N22PE       BE20            
N22TB       PC12            
N22TE       C208            
N22VR       B350            
N22W        C208            
N22WF       PAY2            
N23DE       TBM9            
N23EG       KODI            
N23GM       PC12            
N23MN       BE20            
N23MY       TBM8            
N23ND       BE9L            
N23NW       C441            
N23ST       BE20            
N23SY       B350            
N23WS       BE20            
N24A        BE9L            
N24BG       BE20            
N24CW       M600            
N24EM       BE10            
N24GN       BE20            
N24GT       AC90            
N24HD       BE20            
N24JD       BE9T            
N24MN       KODI            
N24MY       TBM9            
N24PT       C441            
N24RJ       M600            
N24SP       BE20            
N24SR       BE20            
N24TW       C425            
N24WC       MU2             
N24XZ       PC12            
N25CE       AC90            
N25FY       M700            
N25GR       BE9L            
N25JA       C208            
N25MT       PC12            
N25NG       PC12            
N25NX       PC12            
N25UC       PC12            
N25W        PC12            
N25WC       BE20            
N25WR       P46T            
N25WZ       M600            
N25XM       PC12            
N25ZM       P46T            
N26AR       BE9L            
N26BC       EPIC            
N26CG       B260            
N26E        BE9L            
N26EM       M600            
N26KC       P46T            
N26KH       PC12            
N26ND       BE9L            
N26NG       PC12            
N26PY       BE9T            
N26RE       BE9L            
N26RF       B350            
N26WR       PC12            
N26XM       PC12            
N27BF       PAY1            
N27BN       BE20            
N27MG       C208            
N27NW       F406            
N27NX       PC12            
N27RC       BE20            
N27RJ       TBM9            
N27WR       M600            
N28AF       MU2             
N28AN       C208            
N28BD       B350            
N28BG       PAY1            
N28EL       BE30            
N28KA       B350            
N28KM       BE20            
N28KP       BE9L            
N28KR       PC12            
N28LM       M700            
N28NR       KODI            
N28NX       PC12            
N28RQ       ESCA            
N28T        TBM9            
N28VR       BE20            
N28VU       BE20            
N28WE       M600            
N29AN       C208            
N29BB       PC12            
N29BY       PC12            
N29BZ       PC12            
N29GA       AC90            
N29GD       AC90            
N29M        BE9L            
N29MG       C208            
N29PE       BE20            
N29PR       AC68            
N30BE       M600            
N30CX       P46T            
N30DU       PAY1            
N30FE       BE30            
N30GT       BE9T            
N30HV       BE30            
N30KC       BE9L            
N30MA       MU2             
N30MC       B360            
N30MH       B350            
N30MY       B350            
N30PJ       BE9L            
N30SE       BE20            
N30SM       B350            
N31BV       AC90            
N31EP       P46T            
N31FM       BE20            
N31JA       KODI            
N31JD       P46T            
N31MC       TBM9            
N31MG       C208            
N31RM       TBM9            
N31SA       C208            
N31WC       BE20            
N31WD       C425            
N31WP       BE9L            
N31XX       B350            
N32AL       AC90            
N32BA       BE9L            
N32CA       P46T            
N32CK       P46T            
N32DC       BE20            
N32EA       BE20            
N32EC       MU2             
N32EL       C208            
N32FB       B350            
N32GA       AC90            
N32LJ       BE20            
N32NH       C208            
N32P        U21             
N32PZ       BE9L            
N32RH       BE9L            
N32SV       BE20            
N32TC       P46T            
N32TP       BE20            
N32WA       C208            
N32WK       PC12            
N32WS       AC90            
N32WZ       TBM8            
N33BJ       PC12            
N33DR       PC12            
N33EW       MU2             
N33FR       BE9L            
N33HG       M600            
N33JA       PC12            
N33JN       BE20            
N33KC       BE30            
N33MC       P180            
N33NE       PC12            
N33NH       C208            
N33NX       PC12            
N33QC       BE9L            
N33TS       C208            
N33VA       KODI            
N33WC       B350            
N33ZB       PC12            
N34CE       BE9L            
N34GB       EPIC            
N34GX       EPIC            
N34HA       U21             
N34HM       PAY1            
N34LR       PC12            
N34LT       BE20            
N34MF       BE9L            
N34MJ       PC12            
N34RF       M600            
N34WX       BE9L            
N35AS       PC12            
N35BA       BE9L            
N35CV       BE9L            
N35GA       B350            
N35HD       BE9L            
N35HG       B350            
N35P        B350            
N35PK       M600            
N35PZ       EPIC            
N35Q        B350            
N35TV       BE9L            
N35TY       C425            
N35VP       B350            
N35VU       TBM9            
N35WA       PC12            
N35WH       PC12            
N35WY       PC12            
N26DR       P46T            
N36AT       MU2             
N36GX       PC12            
N36JF       AC90            
N36JT       AC95            
N36MH       BE20            
N36NG       PC12            
N36PJ       PC12            
N36TG       BE9L            
N36ZM       PC12            
N37AX       TBM8            
N37DS       PC12            
N37ER       TBM9            
N37H        U21             
N37HL       PC12            
N37JW       C208            
N37KW       PAY4            
N37PS       C425            
N37SB       AC90            
N37TC       TBM8            
N37TD       B350            
N37WJ       EPIC            
N38AP       BE9L            
N38BE       M600            
N38CD       M600            
N38HL       BE9L            
N38JV       BE20            
N38LM       AC90            
N38TW       PAY1            
N38VS       BE20            
N38WA       AC90            
N39A        C425            
N39EH       PAY2            
N39FB       BE9L            
N39GK       P180            
N39MZ       B350            
N39PL       PC12            
N39TL       PAY1            
N40AM       MU2             
N40EA       C208            
N40GF       PC12            
N40GN       KODI            
N40GZ       B350            
N40JF       C208            
N40JJ       MU2             
N40KC       MU2             
N40MA       P46T            
N40NE       C208            
N40R        BE20            
N40RD       BE9L            
N40SB       BE20            
N40SM       AC90            
N40TT       PAY1            
N40XJ       BE9L            
N40Y        BE20            
N41AK       BE9T            
N41BA       BE9L            
N41DZ       BE9L            
N41GR       C208            
N41HK       P46T            
N41J        U21             
N41JT       TBM9            
N41MA       TBM9            
N41MK       M600            
N41NE       PC12            
N41NV       C441            
N41TE       C208            
N41TJ       M600            
N41WC       B350            
N42AF       MU2             
N42AW       C425            
N42BG       P46T            
N42BV       TBM9            
N42DP       PC12            
N42E        BE30            
N42FC       BE20            
N42GX       EPIC            
N42J        BE20            
N42NP       PC12            
N42PC       BE9L            
N42PN       PC12            
N42Z        BE20            
N42ZC       PAY3            
N43A        BE20            
N43AW       C425            
N43BG       B350            
N43CF       PC12            
N43CW       C208            
N43GJ       BE20            
N43GN       BE9L            
N43GT       C441            
N43JT       BE9L            
N43MB       BE9L            
N43NG       PC12            
N43PC       BE9L            
N43RS       B350            
N43VM       P46T            
N43WA       BE9L            
N43WH       PAY2            
N44AF       MU2             
N44AF       MU2             
N44BN       EPIC            
N44BY       BE20            
N44GB       EPIC            
N44GP       BE9L            
N44HP       BE9L            
N44JN       BE20            
N44KA       BE20            
N44MR       BE20            
N44NC       AC90            
N44ND       B350            
N44TM       TBM8            
N44U        BE20            
N44VR       MU2             
N44WN       TBM9            
N45AZ       AC90            
N45BH       TBM9            
N45FL       STAR            
N45PD       EPIC            
N45PM       PC12            
N45PR       BE9L            
N45SA       BE9L            
N46AE       BE9L            
N46AK       MU2             
N46AX       BE9L            
N46BR       BE20            
N46CE       BE20            
N46CV       BE9L            
N46D        TBM9            
N46GR       P46T            
N46HL       PAY4            
N46JX       BE9T            
N46KA       B360            
N46L        BE20            
N46ME       P46T            
N46PL       P46T            
N46RP       BE9L            
N46SB       BE9L            
N46T        M600            
N46WD       B350            
N47AJ       C425            
N47CR       B350            
N47EP       AC90            
N47HP       P46T            
N47JF       PAY2            
N47NG       PC12            
N47NX       PC12            
N47RM       BE20            
N47TT       AC90            
N47WD       PC12            
N47YB       TBM9            
N47ZG       PAY4            
N48         B360            
N48AP       BE9L            
N48AZ       BE9L            
N48BA       AC90            
N48CS       BE20            
N48CV       BE20            
N48FG       M600            
N48GA       PC12            
N48GS       BE9L            
N48HP       B260            
N48JV       PC12            
N48NP       MU2             
N48PA       BE20            
N48PG       PC12            
N48Q        BE20            
N48TS       PC12            
N48UM       TBM7            
N48W        BE9L            
N48XB       PC12            
N49BP       KODI            
N49BT       P46T            
N49FB       BE30            
N49GM       C425            
N49JP       BE9L            
N49KC       BE20            
N49LL       BE20            
N49LM       PC12            
N49MJ       BE9L            
N49R        BE20            
N49RS       TBM9            
N49TL       BE20            
N49TW       M600            
N49WC       B350            
N50AF       MU2             
N50BR       BE9L            
N50DX       AC90            
N50E        BE20            
N50EB       BE9L            
N50ET       MU2             
N50GG       BE20            
N50GK       P46T            
N50JD       B350            
N50JJ       P180            
N50K        MU2             
N50KG       BE20            
N50KQ       KODI            
N50NA       BE20            
N50PD       BE9L            
N50PE       BE20            
N50VP       BE9L            
N50X        BE20            
N51CF       EPIC            
N51DJ       PC12            
N51DM       AC95            
N51DN       BE9L            
N51RX       PC12            
N51SN       PC12            
N51UL       TBM8            
N51WF       AC90            
N51YL       TBM7            
N52C        BE20            
N52GX       PC12            
N52HL       PAY1            
N52JW       AC90            
N52KA       BE9L            
N52MA       MU2             
N52NG       PC12            
N52PM       EPIC            
N52PY       AC90            
N52SG       TBM9            
N52TE       C208            
N52TT       PAY2            
N52VS       BE9L            
N53AL       P46T            
N53AR       BE20            
N53BA       BE20            
N53CE       BE9L            
N53CV       B350            
N53GA       BE20            
N53HK       TBM9            
N53HS       BE9L            
N53JD       BE9L            
N53KA       BE20            
N53KB       P46T            
N53KG       B360            
N53MC       PAY2            
N53MT       TBM9            
N53NG       PC12            
N53PK       P46T            
N53PM       M600            
N53PZ       P180            
N53SN       PC12            
N53TA       PAY2            
N53TE       C208            
N53TJ       BE9L            
N53U        C208            
N53W        BE20            
N54BV       KODI            
N54CE       EPIC            
N54CH       BE30            
N54CK       MU2             
N54CU       C208            
N54EC       TBM8            
N54F        BE20            
N54LT       P180            
N54PC       MU2             
N54PT       BE9L            
N54RG       P46T            
N54TK       BE20            
N54US       BE10            
N54YC       BE30            
N55A        BE20            
N55AC       C425            
N55BK       PC12            
N55DG       TBM9            
N55DW       PC12            
N55GX       PC12            
N55HC       BE9L            
N55JA       BN2P            
N55LY       TBM9            
N55MN       BE9L            
N55R        PAY1            
N55SR       BE20            
N55WF       BE9L            
N55WJ       AC90            
N55WP       PC12            
N55ZG       P46T            
N55ZR       BE9L            
N56A        BE20            
N56CD       BE20            
N56CS       P180            
N56GM       BE20            
N56HT       BE9L            
N56HV       PC12            
N56JW       PC12            
N56NG       PC12            
N56PV       M600            
N56WF       TBM7            
N56WN       BE20            
N57AG       BE9L            
N57AS       TBM9            
N57AT       P46T            
N57B        BE20            
N57FT       BE20            
N57GA       BE20            
N57GT       B350            
N57KD       KODI            
N57KW       PC12            
N57LD       TBM9            
N57LT       PC12            
N57MG       TBM9            
N57PA       BE20            
N57RS       AC90            
N57SG       PC12            
N57VA       B350            
N57VE       PAY4            
N58AY       BE20            
N58BT       P46T            
N58GX       PC12            
N58HP       TBM7            
N58NG       PC12            
N58Q        BE20            
N58WS       PC12            
N59AA       TBM9            
N59AL       BE9T            
N59BW       BE9T            
N59EH       PAY2            
N59EK       BE9T            
N59FG       C208            
N59KA       BE9L            
N59KS       MU2             
N59M        BE20            
N59NW       C208            
N59PV       TBM9            
N59RT       C441            
N59WF       P46T            
N59XT       TBM9            
N60AR       BE20            
N60BA       BE9L            
N60C        U21             
N60CN       B350            
N60DL       B350            
N60FL       M600            
N60GC       B350            
N60HL       M600            
N60JW       PAY1            
N60KC       MU2             
N60KQ       KODI            
N60PD       BE20            
N60SA       B350            
N60SB       KODI            
N60TJ       BE10            
N60VP       BE9L            
N60WC       B350            
N60WG       M600            
N60WP       PC12            
N61AP       BE20            
N61AY       BE20            
N61BA       MU2             
N61DN       BE20            
N61DZ       M600            
N61FP       PC12            
N61GJ       MU2             
N61GN       BE9L            
N61JB       MU2             
N61JT       TBM9            
N61KA       BE30            
N61KP       P46T            
N61MA       M700            
N61NG       PC12            
N61PC       BE20            
N61PE       BE20            
N61Q        U21             
N61RJ       PC12            
N61SW       TBM8            
N61TH       BE30            
N61WA       C208            
N62CN       MU2             
N62DM       KODI            
N62GA       PC12            
N62GT       BE20            
N62GX       PC12            
N62HQ       B350            
N62LM       TBM7            
N62LT       P46T            
N62NG       PC12            
N62SA       BE9L            
N62SD       B350            
N62TG       EPIC            
N62V        U21             
N63DU       AC90            
N63EM       KODI            
N63FB       BE20            
N63HC       KODI            
N63LB       BE20            
N63NG       PC12            
N63NX       PC12            
N63NY       M600            
N63SE       P46T            
N63TP       TBM7            
N63VB       M600            
N64AA       P46T            
N64C        U21             
N64FB       B360            
N64FF       B350            
N64KA       BE9L            
N64LG       MU2             
N64MA       TBM9            
N64MD       MU2             
N64PS       AC90            
N65AF       PC12            
N65BA       PAY2            
N65HA       KODI            
N65MS       BE9L            
N65MT       BE9T            
N65MV       BE9L            
N65NG       PC12            
N65PV       P46T            
N65RF       B360            
N65RT       BE20            
N65ST       EPIC            
N65TW       BE20            
N65U        U21             
N65V        U21             
N65W        PC12            
N66         BE30            
N66AD       BE9L            
N66BS       BE9T            
N66FF       MU2             
N66GS       BE9L            
N66GW       AC90            
N66KA       BE9L            
N66TG       BE30            
N66TN       BE20            
N66TW       PAY1            
N66W        U21             
N67         BE30            
N67BA       C425            
N67BP       TBM9            
N67BW       P46T            
N67CG       AC90            
N67CQ       BE9L            
N67K        U21             
N67KH       KODI            
N67PT       EPIC            
N67RF       B350            
N67TM       KODI            
N67V        BE9L            
N67VV       TBM8            
N67WG       AC95            
N67WL       PC12            
N68         BE30            
N68AS       KODI            
N68BJ       PAY2            
N68CD       BE9L            
N68CL       MU2             
N68DK       BE9T            
N68MN       BE20            
N68MU       BE10            
N68NT       BE9L            
N68RF       B350            
N68TF       TBM7            
N68WG       B350            
N68WS       TBM9            
N69         BE30            
N69AD       BE9T            
N69AR       KODI            
N69CV       TBM9            
N69JM       M600            
N69LT       PC12            
N69NL       PC12            
N69P        PC12            
N69PC       PAY3            
N69PH       PC12            
N69VG       BE9L            
N70         BE30            
N70AS       BN2P            
N70AV       TBM7            
N70CU       BE20            
N70FE       BE9L            
N70GW       PAY1            
N70JJ       BE20            
N70JV       P180            
N70LT       TBM7            
N70MN       BE20            
N70PE       MU2             
N70RM       M700            
N70SG       TBM9            
N70TW       PAY1            
N70U        U21             
N70VR       BE9L            
N70WZ       M700            
N71         BE30            
N71AA       AC90            
N71BS       P180            
N71EE       TBM7            
N71HE       C425            
N71KA       BE9L            
N71KQ       KODI            
N71MC       B350            
